language_id,stopword,confidence,created_user,last_updated_user,active
100108,നാമത്തിൽ,2,NULL,NULL,True
100108,ന്യായപ്രമാണം,2,NULL,NULL,True
100108,സ്വർഗ്ഗത്തിൽ,2,NULL,NULL,True
100108,യെഹൂദന്മാരുടെ,2,NULL,NULL,True
100108,നിങ്ങളോടു,2,NULL,NULL,True
100108,ഇപ്പോൾ,2,NULL,NULL,True
100108,ദൈവത്തിന്,2,NULL,NULL,True
100108,തന്റെ,2,NULL,NULL,True
100108,അവർക്ക്,2,NULL,NULL,True
100108,നിങ്ങളിൽ,2,NULL,NULL,True
100108,ഉത്തരം,2,NULL,NULL,True
100108,ഉണ്ടായിരുന്നു,2,NULL,NULL,True
100108,അവനോട്,2,NULL,NULL,True
100108,അവർ,2,NULL,NULL,True
100108,ഒരു,2,NULL,NULL,True
100108,ആകയാൽ,2,NULL,NULL,True
100108,കർത്താവിന്റെ,2,NULL,NULL,True
100108,ഉണ്ടായി,2,NULL,NULL,True
100108,ഇവൻ,2,NULL,NULL,True
100108,തങ്ങളുടെ,2,NULL,NULL,True
100108,യേശുക്രിസ്തുവിന്റെ,2,NULL,NULL,True
100108,കർത്താവ്,2,NULL,NULL,True
100108,ഇതാ,2,NULL,NULL,True
100108,നിങ്ങളുടെ,2,NULL,NULL,True
100108,യേശുവിനെ,2,NULL,NULL,True
100108,ഇതു,2,NULL,NULL,True
100108,അവിടെ,2,NULL,NULL,True
100108,യേശുവിന്റെ,2,NULL,NULL,True
100108,സഹോദരന്മാരേ,2,NULL,NULL,True
100108,എന്ന്,2,NULL,NULL,True
100108,പോയി,2,NULL,NULL,True
100108,നിന്നെ,2,NULL,NULL,True
100108,അവനിൽ,2,NULL,NULL,True
100108,അതുകൊണ്ട്,2,NULL,NULL,True
100108,സകലവും,2,NULL,NULL,True
100108,ഞാൻ,2,NULL,NULL,True
100108,അവന്,2,NULL,NULL,True
100108,അവരിൽ,2,NULL,NULL,True
100108,നമ്മുടെ,2,NULL,NULL,True
100108,അതിൽ,2,NULL,NULL,True
100108,കൊടുത്തു,2,NULL,NULL,True
100108,എടുത്തു,2,NULL,NULL,True
100108,വന്ദനം,2,NULL,NULL,True
100108,എന്ന,2,NULL,NULL,True
100108,എന്ത്,2,NULL,NULL,True
100108,നല്ല,2,NULL,NULL,True
100108,പറഞ്ഞു,2,NULL,NULL,True
100108,വരുന്നു,2,NULL,NULL,True
100108,അധികം,2,NULL,NULL,True
100108,പറഞ്ഞത്,2,NULL,NULL,True
100108,ഒരുവൻ,2,NULL,NULL,True
100108,അതിനെ,2,NULL,NULL,True
100108,താൻ,2,NULL,NULL,True
100108,മുമ്പിൽ,2,NULL,NULL,True
100108,വലിയ,2,NULL,NULL,True
100108,ദൂതൻ,2,NULL,NULL,True
100108,ഇല്ല,2,NULL,NULL,True
100108,നീ,2,NULL,NULL,True
100108,എന്നെ,2,NULL,NULL,True
100108,സ്നാനം,2,NULL,NULL,True
100108,അവന്റെ,2,NULL,NULL,True
100108,ഒന്നും,2,NULL,NULL,True
100108,ആമേൻ,2,NULL,NULL,True
100108,വീണ്ടും,2,NULL,NULL,True
100108,നാം,2,NULL,NULL,True
100108,ചെയ്യുന്നു,2,NULL,NULL,True
100108,എങ്ങനെ,2,NULL,NULL,True
100108,എല്ലാവരും,2,NULL,NULL,True
100108,കണ്ട്,2,NULL,NULL,True
100108,യെഹൂദന്മാർ,2,NULL,NULL,True
100108,ഇനി,2,NULL,NULL,True
100108,തന്നെ,2,NULL,NULL,True
100108,പിന്നെയും,2,NULL,NULL,True
100108,നിമിത്തം,2,NULL,NULL,True
100108,എന്റെ,2,NULL,NULL,True
100108,വളരെ,2,NULL,NULL,True
100108,ദൈവത്തെ,2,NULL,NULL,True
100108,ഞങ്ങളെ,2,NULL,NULL,True
100108,ആരും,2,NULL,NULL,True
100108,കർത്താവായ,2,NULL,NULL,True
100108,നേരെ,2,NULL,NULL,True
100108,ഞങ്ങൾ,2,NULL,NULL,True
100108,അവരുടെ,2,NULL,NULL,True
100108,പത്രൊസ്,2,NULL,NULL,True
100108,നിങ്ങൾക്ക്,2,NULL,NULL,True
100108,വേണ്ടി,2,NULL,NULL,True
100108,വിട്ടു,2,NULL,NULL,True
100108,നിങ്ങളെ,2,NULL,NULL,True
100108,അത്,2,NULL,NULL,True
100108,എല്ലാം,2,NULL,NULL,True
100108,പിന്നെ,2,NULL,NULL,True
100108,എന്നാൽ,2,NULL,NULL,True
100108,ആർ,2,NULL,NULL,True
100108,ഞങ്ങളുടെ,2,NULL,NULL,True
100108,അല്ല,2,NULL,NULL,True
100108,എന്നോട്,2,NULL,NULL,True
100108,ഇങ്ങനെ,2,NULL,NULL,True
100108,അതിന്റെ,2,NULL,NULL,True
100108,തന്നേ,2,NULL,NULL,True
